species	sample	strategy	k	rep	depth	n_truth_cl	n_pred_cl	TP	FP	FN	precision	recall	f1	wall_s	maxrss_mb
Akkermansia_muciniphila	Akkermansia_muciniphila__diff_k5_rep1_d10	diff	5	1	10	5	4	4	0	1	1.0000	0.8000	0.8889	2.450	224.1
Clostridioides_difficile	Clostridioides_difficile__diff_k2_rep1_d0.5	diff	2	1	0.5	2	0	0	0	2	0.0000	0.0000	0.0000	0.130	17.5
Clostridioides_difficile	Clostridioides_difficile__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.190	23.8
Clostridioides_difficile	Clostridioides_difficile__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.460	45.9
Clostridioides_difficile	Clostridioides_difficile__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.720	68.3
Clostridioides_difficile	Clostridioides_difficile__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	1.420	122.5
Clostridioides_difficile	Clostridioides_difficile__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.170	20.1
Clostridioides_difficile	Clostridioides_difficile__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.250	28.3
Clostridioides_difficile	Clostridioides_difficile__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.640	63.9
Clostridioides_difficile	Clostridioides_difficile__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	0.980	92.6
Clostridioides_difficile	Clostridioides_difficile__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.930	169.5
Clostridioides_difficile	Clostridioides_difficile__diff_k5_rep1_d0.5	diff	5	1	0.5	5	2	2	0	3	1.0000	0.4000	0.5714	0.230	26.4
Clostridioides_difficile	Clostridioides_difficile__diff_k5_rep1_d1	diff	5	1	1	5	2	2	0	3	1.0000	0.4000	0.5714	0.430	41.5
Clostridioides_difficile	Clostridioides_difficile__diff_k5_rep1_d3	diff	5	1	3	5	4	4	0	1	1.0000	0.8000	0.8889	1.040	96.5
Clostridioides_difficile	Clostridioides_difficile__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	1.730	151.9
Clostridioides_difficile	Clostridioides_difficile__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	3.220	283.9
Cutibacterium_acnes	Cutibacterium_acnes__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.110	13.8
Cutibacterium_acnes	Cutibacterium_acnes__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.130	17.4
Cutibacterium_acnes	Cutibacterium_acnes__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.290	34.2
Cutibacterium_acnes	Cutibacterium_acnes__diff_k2_rep1_d5	diff	2	1	5	2	1	1	0	1	1.0000	0.5000	0.6667	0.470	51.4
Cutibacterium_acnes	Cutibacterium_acnes__diff_k2_rep1_d10	diff	2	1	10	2	1	1	0	1	1.0000	0.5000	0.6667	0.820	86.3
Cutibacterium_acnes	Cutibacterium_acnes__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.110	15.8
Cutibacterium_acnes	Cutibacterium_acnes__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.180	22.9
Cutibacterium_acnes	Cutibacterium_acnes__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.460	47.7
Cutibacterium_acnes	Cutibacterium_acnes__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	0.650	68.7
Cutibacterium_acnes	Cutibacterium_acnes__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.310	118.4
Cutibacterium_acnes	Cutibacterium_acnes__diff_k5_rep1_d0.5	diff	5	1	0.5	5	3	3	0	2	1.0000	0.6000	0.7500	0.170	21.3
Cutibacterium_acnes	Cutibacterium_acnes__diff_k5_rep1_d1	diff	5	1	1	5	4	4	0	1	1.0000	0.8000	0.8889	0.270	31.7
Cutibacterium_acnes	Cutibacterium_acnes__diff_k5_rep1_d3	diff	5	1	3	5	4	4	0	1	1.0000	0.8000	0.8889	0.640	68.8
Cutibacterium_acnes	Cutibacterium_acnes__diff_k5_rep1_d5	diff	5	1	5	5	4	4	0	1	1.0000	0.8000	0.8889	1.070	103.8
Cutibacterium_acnes	Cutibacterium_acnes__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	2.010	179.9
Escherichia_coli	Escherichia_coli__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.200	34.9
Escherichia_coli	Escherichia_coli__diff_k2_rep1_d1	diff	2	1	1	2	2	2	0	0	1.0000	1.0000	1.0000	0.270	42.9
Escherichia_coli	Escherichia_coli__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.560	69.5
Escherichia_coli	Escherichia_coli__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.830	96.6
Escherichia_coli	Escherichia_coli__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	1.540	163.5
Escherichia_coli	Escherichia_coli__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.260	41.4
Escherichia_coli	Escherichia_coli__diff_k3_rep1_d1	diff	3	1	1	3	3	3	0	0	1.0000	1.0000	1.0000	0.380	54.5
Escherichia_coli	Escherichia_coli__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.880	100.0
Escherichia_coli	Escherichia_coli__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	1.350	146.7
Escherichia_coli	Escherichia_coli__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	2.590	255.1
Escherichia_coli	Escherichia_coli__diff_k5_rep1_d0.5	diff	5	1	0.5	5	3	3	0	2	1.0000	0.6000	0.7500	0.350	48.5
Escherichia_coli	Escherichia_coli__diff_k5_rep1_d1	diff	5	1	1	5	5	5	0	0	1.0000	1.0000	1.0000	0.560	69.8
Escherichia_coli	Escherichia_coli__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	1.420	153.4
Escherichia_coli	Escherichia_coli__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	2.280	231.1
Escherichia_coli	Escherichia_coli__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	4.080	409.1
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.090	11.6
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.120	15.1
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.260	26.6
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.380	38.9
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	0.720	70.0
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.100	13.3
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.160	17.2
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.340	35.6
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	0.540	52.1
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.070	92.7
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k5_rep1_d0.5	diff	5	1	0.5	5	3	3	0	2	1.0000	0.6000	0.7500	0.130	16.2
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k5_rep1_d1	diff	5	1	1	5	4	4	0	1	1.0000	0.8000	0.8889	0.240	24.1
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	0.560	53.8
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	0.930	81.5
Fusobacterium_nucleatum	Fusobacterium_nucleatum__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	1.710	149.9
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k2_rep1_d0.5	diff	2	1	0.5	2	0	0	0	2	0.0000	0.0000	0.0000	0.210	33.2
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.330	43.0
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.750	85.6
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k2_rep1_d5	diff	2	1	5	2	1	1	0	1	1.0000	0.5000	0.6667	1.180	122.3
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	2.220	215.0
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.320	43.2
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k3_rep1_d1	diff	3	1	1	3	1	1	0	2	1.0000	0.3333	0.5000	0.540	64.6
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	1.400	148.0
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	2.250	219.0
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	4.360	396.4
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k5_rep1_d0.5	diff	5	1	0.5	5	1	1	0	4	1.0000	0.2000	0.3333	0.320	41.5
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k5_rep1_d1	diff	5	1	1	5	3	3	0	2	1.0000	0.6000	0.7500	0.500	61.2
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k5_rep1_d3	diff	5	1	3	5	3	3	0	2	1.0000	0.6000	0.7500	1.380	136.4
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k5_rep1_d5	diff	5	1	5	5	3	3	0	2	1.0000	0.6000	0.7500	2.020	201.2
Klebsiella_pneumoniae	Klebsiella_pneumoniae__diff_k5_rep1_d10	diff	5	1	10	5	3	3	0	2	1.0000	0.6000	0.7500	3.460	361.9
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.160	24.8
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.220	30.1
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.430	51.4
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.670	72.9
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	1.190	122.4
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.180	26.4
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.250	34.8
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.550	62.8
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	0.930	92.6
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.610	160.3
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k5_rep1_d0.5	diff	5	1	0.5	5	3	3	0	2	1.0000	0.6000	0.7500	0.230	33.3
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k5_rep1_d1	diff	5	1	1	5	4	4	0	1	1.0000	0.8000	0.8889	0.360	45.6
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	0.900	92.1
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	1.380	142.5
Lactiplantibacillus_plantarum	Lactiplantibacillus_plantarum__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	2.440	250.2
Phocaeicola_dorei	Phocaeicola_dorei__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.160	21.1
Phocaeicola_dorei	Phocaeicola_dorei__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.260	30.3
Phocaeicola_dorei	Phocaeicola_dorei__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.560	60.3
Phocaeicola_dorei	Phocaeicola_dorei__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.890	91.9
Phocaeicola_dorei	Phocaeicola_dorei__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	1.710	166.1
Phocaeicola_dorei	Phocaeicola_dorei__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.180	24.9
Phocaeicola_dorei	Phocaeicola_dorei__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.300	35.1
Phocaeicola_dorei	Phocaeicola_dorei__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.760	82.8
Phocaeicola_dorei	Phocaeicola_dorei__diff_k3_rep1_d5	diff	3	1	5	3	2	2	0	1	1.0000	0.6667	0.8000	1.200	119.5
Phocaeicola_dorei	Phocaeicola_dorei__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	2.330	220.5
Phocaeicola_dorei	Phocaeicola_dorei__diff_k5_rep1_d0.5	diff	5	1	0.5	5	4	4	0	1	1.0000	0.8000	0.8889	0.280	33.6
Phocaeicola_dorei	Phocaeicola_dorei__diff_k5_rep1_d1	diff	5	1	1	5	5	5	0	0	1.0000	1.0000	1.0000	0.490	54.6
Phocaeicola_dorei	Phocaeicola_dorei__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	1.340	134.7
Phocaeicola_dorei	Phocaeicola_dorei__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	2.160	204.3
Phocaeicola_dorei	Phocaeicola_dorei__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	4.180	378.6
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.120	17.9
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.150	22.4
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.300	37.0
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k2_rep1_d5	diff	2	1	5	2	1	1	0	1	1.0000	0.5000	0.6667	0.460	51.5
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	0.850	90.1
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.150	21.6
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.220	29.7
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.500	53.9
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k3_rep1_d5	diff	3	1	5	3	2	2	0	1	1.0000	0.6667	0.8000	0.790	81.2
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k3_rep1_d10	diff	3	1	10	3	2	2	0	1	1.0000	0.6667	0.8000	1.480	144.4
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k5_rep1_d0.5	diff	5	1	0.5	5	2	2	0	3	1.0000	0.4000	0.5714	0.160	23.2
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k5_rep1_d1	diff	5	1	1	5	4	4	0	1	1.0000	0.8000	0.8889	0.250	32.6
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	0.660	68.3
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	0.960	97.4
Porphyromonas_gingivalis	Porphyromonas_gingivalis__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	1.830	171.5
Prevotella_copri	Prevotella_copri__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.150	22.9
Prevotella_copri	Prevotella_copri__diff_k2_rep1_d1	diff	2	1	1	2	2	2	0	0	1.0000	1.0000	1.0000	0.210	29.7
Prevotella_copri	Prevotella_copri__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.440	52.8
Prevotella_copri	Prevotella_copri__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.740	73.9
Prevotella_copri	Prevotella_copri__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	1.340	127.0
Prevotella_copri	Prevotella_copri__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.190	25.3
Prevotella_copri	Prevotella_copri__diff_k3_rep1_d1	diff	3	1	1	3	1	1	0	2	1.0000	0.3333	0.5000	0.270	34.8
Prevotella_copri	Prevotella_copri__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.640	70.1
Prevotella_copri	Prevotella_copri__diff_k3_rep1_d5	diff	3	1	5	3	2	2	0	1	1.0000	0.6667	0.8000	1.000	104.2
Prevotella_copri	Prevotella_copri__diff_k3_rep1_d10	diff	3	1	10	3	2	2	0	1	1.0000	0.6667	0.8000	1.860	183.4
Prevotella_copri	Prevotella_copri__diff_k5_rep1_d0.5	diff	5	1	0.5	5	4	4	0	1	1.0000	0.8000	0.8889	0.240	32.2
Prevotella_copri	Prevotella_copri__diff_k5_rep1_d1	diff	5	1	1	5	5	5	0	0	1.0000	1.0000	1.0000	0.390	48.4
Prevotella_copri	Prevotella_copri__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	1.030	103.1
Prevotella_copri	Prevotella_copri__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	1.600	156.1
Prevotella_copri	Prevotella_copri__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	3.370	281.7
Salmonella_enterica	Salmonella_enterica__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.180	24.2
Salmonella_enterica	Salmonella_enterica__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.270	33.6
Salmonella_enterica	Salmonella_enterica__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.620	67.2
Salmonella_enterica	Salmonella_enterica__diff_k2_rep1_d5	diff	2	1	5	2	1	1	0	1	1.0000	0.5000	0.6667	0.980	98.7
Salmonella_enterica	Salmonella_enterica__diff_k2_rep1_d10	diff	2	1	10	2	1	1	0	1	1.0000	0.5000	0.6667	1.860	183.2
Salmonella_enterica	Salmonella_enterica__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.200	27.1
Salmonella_enterica	Salmonella_enterica__diff_k3_rep1_d1	diff	3	1	1	3	3	3	0	0	1.0000	1.0000	1.0000	0.340	37.5
Salmonella_enterica	Salmonella_enterica__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.840	83.7
Salmonella_enterica	Salmonella_enterica__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	1.250	123.6
Salmonella_enterica	Salmonella_enterica__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	2.470	223.1
Salmonella_enterica	Salmonella_enterica__diff_k5_rep1_d0.5	diff	5	1	0.5	5	4	4	0	1	1.0000	0.8000	0.8889	0.280	34.5
Salmonella_enterica	Salmonella_enterica__diff_k5_rep1_d1	diff	5	1	1	5	5	5	0	0	1.0000	1.0000	1.0000	0.500	54.0
Salmonella_enterica	Salmonella_enterica__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	1.280	124.1
Salmonella_enterica	Salmonella_enterica__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	2.010	192.2
Salmonella_enterica	Salmonella_enterica__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	3.880	351.2
Staphylococcus_aureus	Staphylococcus_aureus__diff_k2_rep1_d0.5	diff	2	1	0.5	2	0	0	0	2	0.0000	0.0000	0.0000	0.090	12.0
Staphylococcus_aureus	Staphylococcus_aureus__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.130	15.5
Staphylococcus_aureus	Staphylococcus_aureus__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.290	31.3
Staphylococcus_aureus	Staphylococcus_aureus__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.460	44.8
Staphylococcus_aureus	Staphylococcus_aureus__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	0.860	79.7
Staphylococcus_aureus	Staphylococcus_aureus__diff_k3_rep1_d0.5	diff	3	1	0.5	3	0	0	0	3	0.0000	0.0000	0.0000	0.110	14.5
Staphylococcus_aureus	Staphylococcus_aureus__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.190	21.1
Staphylococcus_aureus	Staphylococcus_aureus__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.450	44.3
